2025-07-18 16:17:48,344 INFO    StreamThr :24808 [internal.py:wandb_internal():88] W&B internal server running at pid: 24808, started at: 2025-07-18 16:17:48.344390
2025-07-18 16:17:48,360 DEBUG   HandlerThread:24808 [handler.py:handle_request():139] handle_request: status
2025-07-18 16:17:48,361 DEBUG   SenderThread:24808 [sender.py:send_request():317] send_request: status
2025-07-18 16:17:48,362 INFO    WriterThread:24808 [datastore.py:open_for_write():75] open: /home/marcos.fernandez.pichel/PhD/Depresym-retrieval/src/wandb/offline-run-20250718_161748-2rtrp4fy/run-2rtrp4fy.wandb
2025-07-18 16:17:48,406 DEBUG   HandlerThread:24808 [handler.py:handle_request():139] handle_request: run_start
2025-07-18 16:17:48,411 DEBUG   HandlerThread:24808 [system_info.py:__init__():31] System info init
2025-07-18 16:17:48,411 DEBUG   HandlerThread:24808 [system_info.py:__init__():46] System info init done
2025-07-18 16:17:48,411 INFO    HandlerThread:24808 [system_monitor.py:start():150] Starting system monitor
2025-07-18 16:17:48,411 INFO    SystemMonitor:24808 [system_monitor.py:_start():116] Starting system asset monitoring threads
2025-07-18 16:17:48,411 INFO    HandlerThread:24808 [system_monitor.py:probe():168] Collecting system info
2025-07-18 16:17:48,411 INFO    SystemMonitor:24808 [interfaces.py:start():168] Started cpu
2025-07-18 16:17:48,412 INFO    SystemMonitor:24808 [interfaces.py:start():168] Started disk
2025-07-18 16:17:48,412 INFO    SystemMonitor:24808 [interfaces.py:start():168] Started gpu
2025-07-18 16:17:48,413 INFO    SystemMonitor:24808 [interfaces.py:start():168] Started memory
2025-07-18 16:17:48,413 INFO    SystemMonitor:24808 [interfaces.py:start():168] Started network
2025-07-18 16:17:48,573 DEBUG   HandlerThread:24808 [system_info.py:probe():195] Probing system
2025-07-18 16:17:48,576 DEBUG   HandlerThread:24808 [system_info.py:_probe_git():180] Probing git
2025-07-18 16:17:48,584 DEBUG   HandlerThread:24808 [system_info.py:_probe_git():188] Probing git done
2025-07-18 16:17:48,584 DEBUG   HandlerThread:24808 [system_info.py:probe():241] Probing system done
